household_monthly_income_kes,parent_occupation,orphan_status,disability,dependents_count,siblings_in_college,residence_type,gender,band
111038.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
27374.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
22715.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
55167.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
3298.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
8813.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
58161.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
65205.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
17318.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
14686.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
56394.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
34789.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
13426.0,informal_business,not_orphan,1,3,1,rural_high_poverty,male,1
49098.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
28428.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
41793.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
31055.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
17549.0,informal_business,not_orphan,1,3,1,urban_informal,male,3
500.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
8459.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,2
8419.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
6330.0,unemployed,not_orphan,1,3,1,urban_informal,male,1
8929.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
6605.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
23250.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
1351.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
10915.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
23268.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
90928.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
10286.0,unemployed,not_orphan,0,3,1,urban_formal,female,5
28334.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
9192.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
4368.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
15363.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
3679.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
67376.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
4847.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,female,1
51396.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
52338.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
11105.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
47322.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
32067.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
55502.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
4781.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,1
5352.0,deceased_both,double_orphan,0,3,1,urban_formal,male,1
15967.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
17965.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,4
58480.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
22903.0,informal_business,not_orphan,1,3,1,urban_formal,male,2
1921.0,deceased_both,double_orphan,0,3,1,urban_formal,female,1
43711.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
14023.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
37810.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
13944.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
45156.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
34645.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
13397.0,deceased_one,single_orphan,0,3,1,urban_formal,male,3
7668.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
16551.0,formal_employment,not_orphan,0,3,1,urban_informal,female,2
9312.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
8974.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
16947.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
12683.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
2467.0,unemployed,not_orphan,1,3,1,rural_low_poverty,male,1
5464.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
14486.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
8263.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
54338.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
77772.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
38059.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
8220.0,deceased_one,single_orphan,0,3,1,urban_informal,female,2
500.0,unemployed,not_orphan,0,3,1,urban_informal,male,1
22447.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
22711.0,formal_employment,not_orphan,0,3,1,urban_formal,female,3
54891.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
28287.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
7929.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
5578.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
13261.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
44448.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
1944.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
24504.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
30084.0,formal_employment,not_orphan,0,3,1,urban_informal,female,3
26572.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,4
3330.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
5908.0,deceased_one,single_orphan,1,3,1,urban_informal,female,1
9028.0,unemployed,not_orphan,0,3,1,urban_formal,female,3
44879.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
5159.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
40421.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
819.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,female,1
45153.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
24284.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
24713.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
5672.0,unemployed,not_orphan,0,3,1,urban_formal,male,3
9318.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
12956.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
2757.0,deceased_both,double_orphan,0,3,1,urban_formal,male,1
45868.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
17053.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
26243.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
22146.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
23778.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
61104.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
18464.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
67872.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
18572.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
3205.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
73336.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
40446.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
37435.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
1325.0,deceased_one,single_orphan,0,3,1,urban_formal,male,1
46402.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
10613.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
16215.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,2
7848.0,unemployed,not_orphan,0,3,1,urban_informal,female,3
3357.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
18613.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
2440.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
29953.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
56827.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,3
7827.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
30493.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
500.0,deceased_one,single_orphan,1,3,1,rural_high_poverty,male,1
20005.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
60309.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
9570.0,unemployed,not_orphan,0,3,1,urban_formal,female,3
5707.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,2
7688.0,deceased_one,single_orphan,0,3,1,urban_informal,male,2
6756.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,3
19519.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
25020.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
35408.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
4872.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,1
48411.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
12834.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,2
55502.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
20234.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
45054.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
49667.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
3643.0,deceased_one,single_orphan,0,3,1,urban_formal,male,1
10956.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,4
40316.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
52859.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
5223.0,unemployed,not_orphan,0,3,1,urban_informal,male,1
43144.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
83880.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
500.0,deceased_both,double_orphan,0,3,1,urban_formal,male,1
27759.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
22077.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
3081.0,unemployed,not_orphan,1,3,1,rural_low_poverty,female,1
55105.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
3301.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
19093.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
18956.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
20472.0,informal_business,not_orphan,1,3,1,rural_high_poverty,female,2
7563.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
25746.0,informal_business,not_orphan,1,3,1,urban_informal,male,2
17692.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
69465.0,formal_employment,not_orphan,1,3,1,rural_low_poverty,female,5
19590.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
9044.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
11179.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
44730.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
2075.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
20094.0,informal_business,not_orphan,1,3,1,urban_formal,male,4
4859.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,1
18455.0,formal_employment,not_orphan,0,3,1,urban_informal,female,3
53158.0,formal_employment,not_orphan,1,3,1,urban_formal,male,3
5898.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
30895.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
19672.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
1538.0,informal_business,not_orphan,0,3,1,urban_formal,male,2
11313.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
3030.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
9083.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
57961.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
4985.0,deceased_both,double_orphan,0,3,1,urban_formal,female,1
46865.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
67471.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
2276.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,male,1
12853.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
32272.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
10150.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
500.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
14831.0,informal_business,not_orphan,1,3,1,rural_high_poverty,male,2
9864.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,2
8639.0,deceased_one,single_orphan,0,3,1,urban_informal,female,2
19637.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
4046.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
58645.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
5585.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,2
4964.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
18460.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
24726.0,formal_employment,not_orphan,0,3,1,urban_informal,male,3
26316.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
15540.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
5267.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
26160.0,informal_business,not_orphan,1,3,1,urban_informal,female,2
4493.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
13778.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,2
10758.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
10312.0,informal_business,not_orphan,0,3,1,urban_formal,female,3
70424.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
12753.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
34220.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
42394.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
28116.0,formal_employment,not_orphan,1,3,1,urban_informal,male,2
67140.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
57697.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
500.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,1
20154.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
18400.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
4744.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
21640.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
38222.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
7457.0,deceased_one,single_orphan,0,3,1,urban_informal,female,2
39321.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
21656.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
17533.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
28623.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
20841.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
8839.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,2
500.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
33815.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
29450.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
2089.0,deceased_both,double_orphan,1,3,1,urban_informal,male,1
500.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,1
13233.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
30520.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,5
27287.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
5657.0,unemployed,not_orphan,0,3,1,urban_formal,female,4
10838.0,unemployed,not_orphan,0,3,1,urban_formal,female,4
51285.0,formal_employment,not_orphan,0,3,1,urban_informal,male,3
26143.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
43150.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,4
551.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
2014.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
22174.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
36830.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
14521.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
27157.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
616.0,unemployed,not_orphan,0,3,1,urban_formal,male,1
500.0,deceased_both,double_orphan,0,3,1,urban_formal,male,1
24538.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
26809.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
8702.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
20869.0,informal_business,not_orphan,0,3,1,urban_formal,female,3
40697.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
36955.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
5903.0,unemployed,not_orphan,1,3,1,urban_informal,female,2
60754.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
45659.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
13973.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
60382.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
50607.0,formal_employment,not_orphan,1,3,1,urban_formal,male,4
31108.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
13939.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
10939.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,2
32559.0,informal_business,not_orphan,1,3,1,rural_high_poverty,female,2
16242.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
3395.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
25542.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
5988.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
70184.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
16347.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
37763.0,formal_employment,not_orphan,0,3,1,urban_formal,female,4
27621.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
752.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
3408.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,1
4370.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
3261.0,deceased_both,double_orphan,0,3,1,urban_formal,female,1
6803.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
10080.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
32124.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
62997.0,formal_employment,not_orphan,1,3,1,rural_low_poverty,female,4
3928.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
8424.0,unemployed,not_orphan,0,3,1,urban_formal,female,3
79037.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
12486.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
41861.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
60517.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
3525.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
3282.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
17030.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
46511.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
21649.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
6880.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
65862.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
20444.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
4306.0,informal_business,not_orphan,0,3,1,urban_formal,male,2
18222.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
15718.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
43886.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
12085.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
21806.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
17719.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
14939.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
19480.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
62111.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
10629.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
62766.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
19752.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
21839.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
3797.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,3
7156.0,deceased_one,single_orphan,0,3,1,urban_formal,female,1
13470.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
29594.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
20988.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
53031.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
7690.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,1
21652.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,4
15598.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
13222.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
14565.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
52104.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
31725.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
23449.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,4
20564.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
19146.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
6188.0,unemployed,not_orphan,0,3,1,urban_formal,male,2
79474.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
17801.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
77571.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
7648.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
9399.0,deceased_one,single_orphan,0,3,1,urban_formal,male,3
9739.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
15878.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,2
28851.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
67566.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
17408.0,informal_business,not_orphan,1,3,1,urban_informal,male,2
21149.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
14906.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
9601.0,informal_business,not_orphan,0,3,1,urban_formal,female,3
36339.0,formal_employment,not_orphan,0,3,1,urban_informal,male,3
50728.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
53035.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
50063.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
1496.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
40522.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
15001.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
25847.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
9783.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
500.0,unemployed,not_orphan,0,3,1,urban_informal,male,1
43225.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
9210.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,2
500.0,unemployed,not_orphan,0,3,1,urban_informal,male,1
6078.0,unemployed,not_orphan,0,3,1,urban_informal,female,3
5332.0,unemployed,not_orphan,0,3,1,urban_formal,female,4
11216.0,deceased_one,single_orphan,0,3,1,urban_informal,male,2
1488.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
3907.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
13226.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
17272.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
4457.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
50087.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
4883.0,deceased_both,double_orphan,0,3,1,urban_formal,female,1
14583.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
21063.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
21113.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
6427.0,unemployed,not_orphan,1,3,1,rural_high_poverty,male,1
57474.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,4
30215.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
